Num Epoch;Time;Training loss;Validation loss;Validation accuracy;best accuracy;best val
1;383.11351108551025;8.0820890954;0.806125061295;0.78125;78.125;0.806125061295
2;334.7920079231262;1.48954350748;1.97980218438;0.6875;78.125;0.806125061295
